medicine_name,generic_name,platform,day,price,is_stockout
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,19,62.12,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,20,65.21,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,21,64.0,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,22,65.39,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,23,62.79,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,24,62.36,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,25,63.74,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,26,62.86,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,27,64.19,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,28,62.1,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,29,61.66,0
Pantoprazole 40mg,Pantoprazole Sodium 40mg,Apollo Pharmacy,30,64.66,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,1,82.78,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,2,80.87,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,3,81.19,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,4,80.52,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,5,80.77,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,6,78.34,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,7,79.52,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,8,82.78,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,9,79.15,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,10,80.49,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,11,83.04,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,12,81.43,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,13,81.61,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,14,80.91,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,15,82.63,1
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,16,83.13,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,17,80.44,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,18,79.67,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,19,78.96,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,20,82.81,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,21,82.72,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,22,86.19,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,23,82.43,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,24,82.24,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,25,82.93,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,26,83.11,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,27,82.42,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,28,81.59,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,29,82.95,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,PharmEasy,30,82.99,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,1,76.06,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,2,77.44,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,3,76.32,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,4,74.41,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,5,75.57,1
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,6,76.32,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,7,76.79,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,8,77.61,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,9,77.0,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,10,74.0,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,11,75.26,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,12,78.11,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,13,76.98,1
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,14,79.67,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,15,77.73,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,16,77.09,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,17,76.77,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,18,77.34,1
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,19,78.14,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,20,78.0,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,21,79.54,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,22,75.94,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,23,76.22,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,24,78.06,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,25,79.32,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,26,79.75,1
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,27,77.82,1
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,28,74.86,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,29,78.07,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Netmeds,30,79.6,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,1,84.07,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,2,85.17,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,3,86.31,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,4,84.13,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,5,83.76,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,6,83.11,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,7,82.4,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,8,82.09,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,9,83.78,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,10,86.75,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,11,86.24,1
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,12,84.38,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,13,88.92,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,14,84.38,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,15,87.69,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,16,88.22,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,17,86.47,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,18,84.66,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,19,85.29,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,20,86.31,1
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,21,83.84,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,22,84.57,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,23,84.54,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,24,87.3,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,25,88.49,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,26,87.81,1
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,27,88.37,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,28,85.53,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,29,86.36,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Tata 1mg,30,86.58,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,1,82.44,1
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,2,85.33,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,3,80.85,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,4,83.51,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,5,84.59,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,6,83.03,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,7,81.7,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,8,81.03,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,9,80.79,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,10,79.39,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,11,82.34,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,12,82.35,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,13,84.3,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,14,82.05,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,15,82.83,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,16,83.66,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,17,84.1,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,18,84.6,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,19,83.8,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,20,81.48,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,21,84.35,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,22,82.74,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,23,85.92,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,24,84.03,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,25,84.49,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,26,88.45,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,27,85.53,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,28,85.02,0
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,29,84.27,1
Atorvastatin 10mg,Atorvastatin Calcium 10mg,Apollo Pharmacy,30,82.6,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,1,99.68,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,2,98.5,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,3,103.64,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,4,101.19,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,5,102.89,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,6,99.38,1
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,7,99.13,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,8,102.1,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,9,99.13,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,10,100.13,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,11,104.55,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,12,100.4,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,13,98.46,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,14,97.88,1
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,15,98.45,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,16,104.13,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,17,100.6,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,18,106.92,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,19,104.98,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,20,106.01,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,21,104.15,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,22,103.39,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,23,100.66,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,24,102.39,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,25,103.89,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,26,104.51,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,27,100.42,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,28,102.41,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,29,102.73,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,PharmEasy,30,102.76,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,1,93.15,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,2,98.72,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,3,94.87,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,4,93.58,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,5,99.08,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,6,98.53,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,7,95.97,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,8,92.44,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,9,95.01,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,10,92.97,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,11,97.08,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,12,95.19,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,13,96.25,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,14,99.77,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,15,95.36,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,16,97.49,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,17,98.16,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,18,99.13,1
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,19,96.71,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,20,96.61,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,21,96.67,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,22,97.9,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,23,100.14,1
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,24,96.88,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,25,92.89,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,26,99.28,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,27,97.83,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,28,98.78,1
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,29,94.93,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Netmeds,30,96.99,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,1,106.77,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,2,102.57,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,3,106.28,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,4,105.33,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,5,103.96,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,6,103.9,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,7,103.57,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,8,105.93,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,9,106.27,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,10,105.23,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,11,103.85,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,12,100.07,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,13,107.22,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,14,108.3,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,15,107.8,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,16,110.92,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,17,106.32,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,18,109.69,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,19,105.54,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,20,105.32,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,21,107.36,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,22,110.61,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,23,106.69,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,24,104.12,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,25,109.35,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,26,107.44,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,27,108.33,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,28,106.22,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,29,108.14,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Tata 1mg,30,104.98,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,1,105.92,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,2,104.4,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,3,102.44,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,4,104.14,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,5,101.19,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,6,104.7,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,7,102.02,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,8,101.98,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,9,100.95,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,10,103.86,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,11,103.15,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,12,106.08,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,13,101.13,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,14,104.27,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,15,105.92,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,16,108.88,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,17,104.1,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,18,103.08,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,19,104.24,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,20,106.69,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,21,106.79,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,22,103.96,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,23,106.95,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,24,104.35,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,25,106.21,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,26,105.72,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,27,103.9,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,28,102.92,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,29,107.38,0
Amoxicillin 500mg,Amoxicillin Trihydrate 500mg,Apollo Pharmacy,30,108.1,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,1,121.07,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,2,120.14,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,3,117.47,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,4,123.25,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,5,121.18,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,6,119.98,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,7,122.79,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,8,117.57,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,9,118.5,1
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,10,119.37,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,11,122.33,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,12,121.63,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,13,122.82,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,14,124.06,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,15,123.11,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,16,126.16,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,17,124.36,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,18,121.51,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,19,120.62,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,20,121.78,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,21,123.8,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,22,121.15,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,23,124.07,1
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,24,123.88,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,25,120.25,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,26,125.21,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,27,123.58,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,28,127.21,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,29,122.85,0
Azithromycin 500mg,Azithromycin 500mg,PharmEasy,30,122.27,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,1,111.7,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,2,111.77,1
Azithromycin 500mg,Azithromycin 500mg,Netmeds,3,116.47,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,4,118.3,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,5,114.26,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,6,114.22,1
Azithromycin 500mg,Azithromycin 500mg,Netmeds,7,114.86,1
Azithromycin 500mg,Azithromycin 500mg,Netmeds,8,117.45,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,9,112.79,1
Azithromycin 500mg,Azithromycin 500mg,Netmeds,10,115.54,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,11,117.32,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,12,116.34,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,13,109.14,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,14,116.95,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,15,116.67,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,16,118.73,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,17,119.38,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,18,118.8,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,19,116.07,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,20,112.35,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,21,121.05,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,22,115.8,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,23,116.4,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,24,120.26,1
Azithromycin 500mg,Azithromycin 500mg,Netmeds,25,114.81,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,26,113.59,1
Azithromycin 500mg,Azithromycin 500mg,Netmeds,27,115.72,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,28,115.22,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,29,113.69,0
Azithromycin 500mg,Azithromycin 500mg,Netmeds,30,116.81,0
Azithromycin 500mg,Azithromycin 500mg,Tata 1mg,1,126.31,1
Azithromycin 500mg,Azithromycin 500mg,Tata 1mg,2,122.53,1
Azithromycin 500mg,Azithromycin 500mg,Tata 1mg,3,125.52,0
Azithromycin 500mg,Azithromycin 500mg,Tata 1mg,4,124.5,0
Azithromycin 500mg,Azithromycin 500mg,Tata 1mg,5,121.77,0
Azithromycin 500mg,Azithromycin 500mg,Tata 1mg,6,126.89,0
Azithromycin 500mg,Azithromycin 500mg,Tata 1mg,7,127.24,0
Azithromycin 500mg,Azithromycin 500mg,Tata 1mg,8,124.91,0
Azithromycin 500mg,Azithromycin 500mg,Tata 1mg,9,129.61,0
Azithromycin 500mg,Azithromycin 500mg,Tata 1mg,10,127.05,0
Azithromycin 500mg,Azithromycin 500mg,Tata 1mg,11,125.31,0
